date,product_id,comp_a_price,comp_b_price,comp_c_price,avg_competitor_price
2024-05-07,1005,245.06,234.98,272.26,250.77
2024-05-08,1005,259.64,232.95,222.0,238.2
2024-05-09,1005,216.48,256.82,261.05,244.78
2024-05-10,1005,231.35,236.07,260.2,242.54
2024-05-11,1005,233.23,239.09,230.92,234.41
2024-05-12,1005,247.21,237.37,217.86,234.15
2024-05-13,1005,236.7,232.09,249.76,239.52
2024-05-14,1005,249.58,222.18,210.67,227.48
2024-05-15,1005,214.68,258.84,224.63,232.72
2024-05-16,1005,260.43,240.59,230.09,243.7
2024-05-17,1005,228.72,228.59,231.03,229.45
2024-05-18,1005,226.32,242.78,208.59,225.9
2024-05-19,1005,260.48,235.11,251.62,249.07
2024-05-20,1005,214.13,232.35,215.19,220.56
2024-05-21,1005,211.88,242.04,231.15,228.36
2024-05-22,1005,227.58,231.96,256.61,238.72
2024-05-23,1005,216.19,255.08,229.02,233.43
2024-05-24,1005,217.68,243.25,241.63,234.19
2024-05-25,1005,253.09,243.29,210.82,235.73
2024-05-26,1005,252.86,244.77,214.83,237.49
2024-05-27,1005,212.33,236.43,227.8,225.52
2024-05-28,1005,242.22,255.68,261.25,253.05
2024-05-29,1005,211.6,244.53,233.55,229.89
2024-05-30,1005,262.8,244.18,260.94,255.97
2024-05-31,1005,251.06,221.48,262.62,245.05
2024-06-01,1005,230.3,244.1,253.92,242.77
2024-06-02,1005,214.72,243.23,241.31,233.09
2024-06-03,1005,233.33,235.91,205.75,225.0
2024-06-04,1005,257.13,233.27,246.14,245.51
2024-06-05,1005,211.99,223.49,240.57,225.35
2024-06-06,1005,214.78,227.9,259.34,234.01
2024-06-07,1005,245.04,221.72,263.46,243.41
2024-06-08,1005,248.43,228.88,206.75,228.02
2024-06-09,1005,228.86,236.69,240.43,235.33
2024-06-10,1005,212.58,243.85,232.32,229.58
2024-06-11,1005,250.44,253.55,239.46,247.82
2024-06-12,1005,221.91,237.56,208.52,222.66
2024-06-13,1005,258.69,253.8,237.27,249.92
2024-06-14,1005,253.41,237.2,260.38,250.33
2024-06-15,1005,236.7,238.39,260.33,245.14
2024-06-16,1005,220.53,238.58,273.5,244.2
2024-06-17,1005,212.77,238.59,250.37,233.91
2024-06-18,1005,256.02,241.68,218.04,238.58
2024-06-19,1005,239.05,222.62,215.25,225.64
2024-06-20,1005,223.36,238.03,241.05,234.15
2024-06-21,1005,252.72,244.36,211.98,236.35
2024-06-22,1005,231.98,249.17,245.63,242.26
2024-06-23,1005,223.01,242.72,234.31,233.35
2024-06-24,1005,246.02,253.35,222.4,240.59
2024-06-25,1005,228.62,243.47,210.34,227.48
2024-06-26,1005,261.65,248.1,260.55,256.77
2024-06-27,1005,234.78,253.57,272.69,253.68
2024-06-28,1005,241.82,241.29,236.55,239.89
2024-06-29,1005,223.78,240.19,231.18,231.72
2024-06-30,1005,229.52,237.99,213.45,226.99
2024-07-01,1005,241.15,249.82,214.63,235.2
2024-07-02,1005,223.07,221.08,213.22,219.12
2024-07-03,1005,263.06,232.48,213.22,236.25
2024-07-04,1005,214.42,253.73,273.02,247.06
2024-07-05,1005,212.21,245.22,233.63,230.35
2024-07-06,1005,245.55,236.61,216.77,232.98
2024-07-07,1005,256.35,225.14,260.37,247.29
2024-07-08,1005,247.7,237.58,271.83,252.37
2024-07-09,1005,231.2,257.35,227.59,238.71
2024-07-10,1005,225.31,251.47,275.48,250.75
2024-07-11,1005,238.49,231.95,204.95,225.13
2024-07-12,1005,234.45,227.2,266.67,242.77
2024-07-13,1005,245.34,245.72,272.64,254.57
2024-07-14,1005,259.99,256.4,255.69,257.36
2024-07-15,1005,238.15,229.52,216.88,228.18
2024-07-16,1005,235.77,256.65,217.22,236.55
2024-07-17,1005,240.36,227.16,226.59,231.37
2024-07-18,1005,225.85,257.94,214.88,232.89
2024-07-19,1005,242.5,255.78,224.56,240.95
2024-07-20,1005,248.64,247.03,226.82,240.83
2024-07-21,1005,259.76,238.18,264.73,254.22
2024-07-22,1005,219.31,237.0,242.51,232.94
2024-07-23,1005,252.27,246.73,249.54,249.51
2024-07-24,1005,240.43,250.85,242.79,244.69
2024-07-25,1005,257.87,238.7,267.02,254.53
2024-07-26,1005,253.47,245.93,232.49,243.96
2024-07-27,1005,230.76,235.53,210.73,225.67
2024-07-28,1005,245.24,236.49,233.03,238.25
2024-07-29,1005,242.37,250.26,263.43,252.02
2024-07-30,1005,245.66,254.47,238.76,246.3
2024-07-31,1005,258.52,237.83,223.59,239.98
2024-08-01,1005,226.18,230.94,265.8,240.97
2024-08-02,1005,220.16,233.85,208.27,220.76
2024-08-03,1005,257.74,229.13,237.2,241.36
2024-08-04,1005,251.29,240.32,252.1,247.9
2024-08-05,1005,232.3,255.45,257.11,248.29
2024-08-06,1005,229.39,240.61,251.0,240.33
2024-08-07,1005,256.48,226.57,236.33,239.79
2024-08-08,1005,224.22,245.2,266.98,245.47
2024-08-09,1005,263.44,224.71,220.61,236.25
2024-08-10,1005,216.2,221.21,215.44,217.62
2024-08-11,1005,237.56,253.19,205.31,232.02
2024-08-12,1005,256.54,231.51,253.26,247.1
2024-08-13,1005,212.88,236.34,224.65,224.62
2024-08-14,1005,235.15,243.91,247.32,242.13
2024-08-15,1005,225.57,230.8,242.42,232.93
2024-08-16,1005,215.85,248.21,219.22,227.76
2024-08-17,1005,223.06,243.04,230.57,232.22
2024-08-18,1005,221.78,226.61,267.19,238.53
2024-08-19,1005,212.92,239.74,243.72,232.13
2024-08-20,1005,220.41,230.31,262.18,237.63
2024-08-21,1005,237.3,228.85,208.17,224.77
2024-08-22,1005,248.5,241.11,214.2,234.6
2024-08-23,1005,220.34,243.9,228.09,230.78
2024-08-24,1005,215.63,229.19,217.38,220.73
2024-08-25,1005,224.96,221.1,241.18,229.08
2024-08-26,1005,242.14,238.71,245.1,241.98
2024-08-27,1005,228.08,229.74,222.74,226.85
2024-08-28,1005,237.59,223.24,255.91,238.91
2024-08-29,1005,246.08,237.0,267.82,250.3
2024-08-30,1005,247.53,254.53,239.51,247.19
2024-08-31,1005,222.65,235.54,266.13,241.44
2024-09-01,1005,222.37,234.29,224.29,226.98
2024-09-02,1005,224.34,238.06,231.61,231.34
2024-09-03,1005,215.26,224.08,246.35,228.56
2024-09-04,1005,233.83,222.7,241.01,232.51
2024-09-05,1005,216.52,225.38,211.12,217.67
2024-09-06,1005,224.31,227.29,272.76,241.45
2024-09-07,1005,228.32,228.69,239.24,232.08
2024-09-08,1005,238.64,255.12,215.67,236.48
2024-09-09,1005,217.75,235.93,216.09,223.26
2024-09-10,1005,240.39,236.42,272.03,249.61
2024-09-11,1005,223.21,250.29,228.23,233.91
2024-09-12,1005,227.34,245.92,244.6,239.29
2024-09-13,1005,249.67,224.0,251.92,241.86
2024-09-14,1005,218.46,248.13,235.31,233.97
2024-09-15,1005,237.78,225.49,238.14,233.8
2024-09-16,1005,236.41,258.7,253.25,249.45
2024-09-17,1005,251.55,222.19,212.69,228.81
2024-09-18,1005,255.66,233.92,250.94,246.84
2024-09-19,1005,229.89,242.78,228.47,233.71
2024-09-20,1005,217.75,223.41,267.05,236.07
2024-09-21,1005,228.4,235.65,222.7,228.92
2024-09-22,1005,249.05,240.26,271.73,253.68
2024-09-23,1005,241.87,255.94,207.38,235.06
2024-09-24,1005,223.81,254.26,205.22,227.76
2024-09-25,1005,245.72,237.48,207.08,230.09
2024-09-26,1005,212.57,247.1,238.51,232.73
2024-09-27,1005,214.44,242.67,248.6,235.24
2024-09-28,1005,256.47,244.26,204.76,235.16
2024-09-29,1005,240.88,245.54,229.05,238.49
2024-09-30,1005,246.47,220.8,270.37,245.88
2024-10-01,1005,228.61,234.97,219.27,227.62
2024-10-02,1005,212.84,232.9,262.15,235.96
2024-10-03,1005,247.87,232.57,211.02,230.49
2024-10-04,1005,262.77,239.58,204.54,235.63
2024-10-05,1005,241.57,223.52,271.72,245.6
2024-10-06,1005,252.22,249.62,247.5,249.78
2024-10-07,1005,244.21,241.88,274.82,253.64
2024-10-08,1005,257.07,228.91,209.88,231.95
2024-10-09,1005,254.79,237.66,244.92,245.79
2024-10-10,1005,243.5,252.41,215.18,237.03
2024-10-11,1005,219.7,225.37,274.36,239.81
2024-10-12,1005,220.08,246.25,247.69,238.01
2024-10-13,1005,258.18,235.57,226.39,240.05
2024-10-14,1005,256.6,256.29,225.68,246.19
2024-10-15,1005,260.15,230.06,245.36,245.19
2024-10-16,1005,211.32,242.31,228.25,227.29
2024-10-17,1005,255.97,244.01,265.23,255.07
2024-10-18,1005,234.81,221.08,243.91,233.27
2024-10-19,1005,249.89,242.56,208.65,233.7
2024-10-20,1005,225.55,223.69,234.76,228.0
2024-10-21,1005,249.05,245.34,227.79,240.73
2024-10-22,1005,244.67,241.87,204.67,230.4
2024-10-23,1005,260.77,252.02,246.13,252.97
2024-10-24,1005,229.0,238.92,225.15,231.02
2024-10-25,1005,262.63,224.78,270.9,252.77
2024-10-26,1005,249.29,237.37,249.18,245.28
2024-10-27,1005,241.55,239.75,245.54,242.28
2024-10-28,1005,215.47,222.64,222.08,220.06
2024-10-29,1005,253.93,222.13,251.26,242.44
2024-10-30,1005,236.63,232.36,241.09,236.69
2024-10-31,1005,217.08,258.89,234.46,236.81
2024-11-01,1005,230.24,252.61,236.53,239.79
2024-11-02,1005,255.68,248.86,219.08,241.21
2024-11-03,1005,262.54,230.49,236.66,243.23
2024-11-04,1005,241.18,257.21,241.02,246.47
2024-11-05,1005,213.19,232.72,245.26,230.39
2024-11-06,1005,223.09,229.08,218.32,223.5
2024-11-07,1005,251.92,235.7,240.14,242.59
2024-11-08,1005,237.69,221.8,213.33,224.27
2024-11-09,1005,233.35,240.48,230.47,234.77
2024-11-10,1005,251.31,248.36,218.56,239.41
2024-11-11,1005,228.49,249.6,227.54,235.21
2024-11-12,1005,262.74,229.3,247.89,246.64
2024-11-13,1005,236.78,247.58,240.77,241.71
2024-11-14,1005,215.59,256.57,231.06,234.41
2024-11-15,1005,228.15,248.11,213.59,229.95
2024-11-16,1005,253.84,229.18,255.46,246.16
2024-11-17,1005,239.53,238.32,227.29,235.05
2024-11-18,1005,263.06,256.62,265.88,261.85
2024-11-19,1005,245.73,254.98,232.12,244.28
2024-11-20,1005,242.75,247.87,272.24,254.29
2024-11-21,1005,238.52,230.94,259.72,243.06
2024-11-22,1005,228.08,239.1,248.26,238.48
2024-11-23,1005,261.78,240.26,256.65,252.9
2024-11-24,1005,232.52,236.34,243.0,237.29
2024-11-25,1005,218.15,239.67,216.01,224.61
2024-11-26,1005,242.96,245.94,232.75,240.55
2024-11-27,1005,251.62,234.78,272.92,253.11
2024-11-28,1005,220.13,231.03,224.4,225.19
2024-11-29,1005,212.72,223.55,223.55,219.94
2024-11-30,1005,253.14,242.24,204.26,233.21
2024-12-01,1005,217.05,246.58,254.36,239.33
2024-12-02,1005,211.04,257.24,262.43,243.57
2024-12-03,1005,260.31,251.71,264.08,258.7
2024-12-04,1005,261.69,246.67,244.9,251.09
2024-12-05,1005,242.66,238.91,270.96,250.84
2024-12-06,1005,247.29,251.02,245.79,248.03
2024-12-07,1005,214.44,236.07,205.53,218.68
2024-12-08,1005,259.1,253.12,213.02,241.75
2024-12-09,1005,239.12,230.86,268.56,246.18
2024-12-10,1005,258.01,235.37,256.86,250.08
2024-12-11,1005,260.0,238.06,256.69,251.58
2024-12-12,1005,216.35,239.67,253.49,236.5
2024-12-13,1005,247.9,247.65,239.28,244.94
2024-12-14,1005,234.8,228.28,225.98,229.69
2024-12-15,1005,224.15,232.31,259.3,238.59
2024-12-16,1005,219.96,250.37,213.18,227.84
2024-12-17,1005,247.31,244.93,262.18,251.47
2024-12-18,1005,225.82,226.24,224.65,225.57
2024-12-19,1005,246.06,235.26,255.61,245.64
2024-12-20,1005,239.59,221.54,209.59,223.57
2024-12-21,1005,249.11,224.02,264.74,245.96
2024-12-22,1005,254.32,236.14,219.78,236.75
2024-12-23,1005,239.44,242.32,272.1,251.29
2024-12-24,1005,253.32,256.83,210.93,240.36
2024-12-25,1005,255.71,240.02,257.67,251.13
2024-12-26,1005,249.65,226.96,229.13,235.25
2024-12-27,1005,248.41,234.75,243.8,242.32
2024-12-28,1005,230.56,245.52,256.04,244.04
2024-12-29,1005,243.55,237.09,216.97,232.54
2024-12-30,1005,222.02,233.59,262.1,239.24
2024-01-01,1006,210.61,223.02,208.21,213.95
2024-01-02,1006,235.97,209.02,213.03,219.34
2024-01-03,1006,229.68,224.58,186.99,213.75
2024-01-04,1006,230.65,220.76,238.59,230.0
2024-01-05,1006,231.24,205.26,188.28,208.26
2024-01-06,1006,197.4,227.77,227.63,217.6
2024-01-07,1006,209.57,205.0,201.64,205.4
2024-01-08,1006,227.89,225.6,220.81,224.77
2024-01-09,1006,192.06,228.44,188.1,202.87
2024-01-10,1006,209.1,228.53,202.49,213.37
2024-01-11,1006,217.1,211.27,217.81,215.39
2024-01-12,1006,202.3,214.24,218.73,211.76
2024-01-13,1006,200.85,223.38,207.66,210.63
2024-01-14,1006,211.52,215.15,184.68,203.78
2024-01-15,1006,216.23,208.68,194.03,206.31
2024-01-16,1006,215.04,205.16,216.09,212.1
2024-01-17,1006,225.44,202.11,213.47,213.67
2024-01-18,1006,202.22,216.5,216.68,211.8
2024-01-19,1006,217.33,212.16,244.59,224.69
2024-01-20,1006,229.72,213.22,236.8,226.58
2024-01-21,1006,222.93,208.33,202.45,211.24
2024-01-22,1006,200.58,198.34,229.47,209.46
2024-01-23,1006,200.95,211.41,213.99,208.78
2024-01-24,1006,223.64,209.45,203.83,212.31
2024-01-25,1006,196.63,204.82,238.79,213.41
2024-01-26,1006,231.0,221.18,205.31,219.16
2024-01-27,1006,224.57,215.1,235.8,225.16
2024-01-28,1006,232.8,215.97,206.51,218.43
2024-01-29,1006,231.6,205.44,242.59,226.54
2024-01-30,1006,231.43,207.96,190.07,209.82
2024-01-31,1006,218.81,226.05,241.37,228.74
2024-02-01,1006,198.52,201.75,206.71,202.33
2024-02-02,1006,206.21,204.49,225.06,211.92
2024-02-03,1006,209.97,231.28,197.1,212.78
2024-02-04,1006,216.09,230.35,207.66,218.03
2024-02-05,1006,218.56,208.25,193.58,206.8
2024-02-06,1006,193.28,222.39,223.55,213.07
2024-02-07,1006,223.84,216.57,208.79,216.4
2024-02-08,1006,234.22,221.47,188.05,214.58
2024-02-09,1006,194.16,232.41,244.59,223.72
2024-02-10,1006,206.9,227.44,210.27,214.87
2024-02-11,1006,226.41,199.47,221.57,215.82
2024-02-12,1006,206.19,214.48,204.82,208.5
2024-02-13,1006,191.27,214.52,244.94,216.91
2024-02-14,1006,224.46,220.29,224.94,223.23
2024-02-15,1006,213.62,222.35,221.16,219.04
2024-02-16,1006,222.44,216.72,207.74,215.63
2024-02-17,1006,231.94,215.42,236.55,227.97
2024-02-18,1006,192.6,200.08,207.8,200.16
2024-02-19,1006,224.91,200.06,197.52,207.5
2024-02-20,1006,196.54,202.93,244.25,214.57
2024-02-21,1006,208.96,210.57,234.37,217.97
2024-02-22,1006,224.73,211.99,200.22,212.31
2024-02-23,1006,205.95,206.65,208.99,207.2
2024-02-24,1006,197.79,199.82,225.49,207.7
2024-02-25,1006,213.09,205.39,230.89,216.46
2024-02-26,1006,232.52,201.91,246.76,227.06
2024-02-27,1006,234.2,223.22,195.53,217.65
2024-02-28,1006,208.16,223.88,208.21,213.42
2024-02-29,1006,231.04,199.95,208.14,213.04
2024-03-01,1006,194.7,221.23,201.72,205.88
2024-03-02,1006,190.56,213.4,184.62,196.19
2024-03-03,1006,204.94,202.86,207.56,205.12
2024-03-04,1006,214.85,218.65,196.19,209.9
2024-03-05,1006,201.51,206.06,216.81,208.13
2024-03-06,1006,198.96,220.44,236.07,218.49
2024-03-07,1006,202.13,199.66,202.97,201.59
2024-03-08,1006,200.08,222.66,233.83,218.86
2024-03-09,1006,208.08,203.82,208.96,206.95
2024-03-10,1006,192.94,215.81,204.49,204.41
2024-03-11,1006,204.53,226.58,219.04,216.72
2024-03-12,1006,203.82,211.52,237.25,217.53
2024-03-13,1006,208.34,227.5,210.82,215.55
2024-03-14,1006,224.94,216.65,235.53,225.71
2024-03-15,1006,223.62,225.9,205.6,218.37
2024-03-16,1006,211.07,210.46,219.1,213.54
2024-03-17,1006,201.91,206.12,214.3,207.44
2024-03-18,1006,202.58,204.16,229.68,212.14
2024-03-19,1006,223.55,223.69,192.16,213.13
2024-03-20,1006,199.38,204.73,191.34,198.48
2024-03-21,1006,211.96,225.31,231.47,222.91
2024-03-22,1006,190.55,209.06,224.46,208.02
2024-03-23,1006,230.08,221.9,200.38,217.45
2024-03-24,1006,204.23,199.55,243.54,215.77
2024-03-25,1006,213.01,224.81,197.55,211.79
2024-03-26,1006,236.71,205.11,220.43,220.75
2024-03-27,1006,235.72,230.98,240.42,235.71
2024-03-28,1006,225.77,232.31,194.88,217.65
2024-03-29,1006,198.01,212.84,234.55,215.13
2024-03-30,1006,236.88,212.07,223.01,223.99
2024-03-31,1006,222.67,230.65,218.29,223.87
2024-04-01,1006,199.7,215.62,184.51,199.94
2024-04-02,1006,190.39,207.43,216.46,204.76
2024-04-03,1006,220.29,212.61,243.38,225.43
2024-04-04,1006,195.89,221.61,219.42,212.31
2024-04-05,1006,219.33,232.32,217.72,223.12
2024-04-06,1006,201.63,225.11,245.11,223.95
2024-04-07,1006,211.52,210.87,206.04,209.48
2024-04-08,1006,221.86,205.15,215.16,214.06
2024-04-09,1006,215.13,224.9,225.98,222.0
2024-04-10,1006,197.39,232.64,190.9,206.98
2024-04-11,1006,201.3,223.47,235.66,220.14
2024-04-12,1006,203.63,222.8,190.68,205.7
2024-04-13,1006,207.12,218.69,215.79,213.87
2024-04-14,1006,192.33,218.1,239.03,216.49
2024-04-15,1006,216.27,209.76,193.24,206.42
2024-04-16,1006,233.94,226.1,228.03,229.36
2024-04-17,1006,199.05,229.72,194.51,207.76
2024-04-18,1006,202.17,205.54,221.96,209.89
2024-04-19,1006,207.34,223.16,219.09,216.53
2024-04-20,1006,207.01,230.59,186.77,208.12
2024-04-21,1006,227.81,204.65,202.35,211.6
2024-04-22,1006,228.18,223.1,230.4,227.23
2024-04-23,1006,221.92,226.96,185.91,211.6
2024-04-24,1006,196.74,217.56,242.54,218.95
2024-04-25,1006,189.7,204.12,185.18,193.0
2024-04-26,1006,194.28,219.22,212.41,208.64
2024-04-27,1006,199.74,199.32,211.28,203.45
2024-04-28,1006,218.37,219.48,217.61,218.49
2024-04-29,1006,237.08,227.11,240.99,235.06
2024-04-30,1006,200.47,198.41,202.84,200.57
2024-05-01,1006,221.79,228.47,231.67,227.31
2024-05-02,1006,190.26,221.11,201.93,204.43
2024-05-03,1006,202.48,215.94,211.68,210.03
2024-05-04,1006,208.04,206.97,193.96,202.99
2024-05-05,1006,225.57,221.31,198.35,215.08
2024-05-06,1006,212.65,217.27,215.02,214.98
2024-05-07,1006,194.88,224.16,192.0,203.68
2024-05-08,1006,235.07,200.39,211.88,215.78
2024-05-09,1006,229.05,231.09,224.23,228.12
2024-05-10,1006,204.48,229.68,239.5,224.55
2024-05-11,1006,203.6,199.46,235.97,213.01
2024-05-12,1006,212.02,226.54,191.28,209.95
2024-05-13,1006,234.58,212.01,197.26,214.62
2024-05-14,1006,198.04,219.25,214.04,210.44
2024-05-15,1006,220.22,224.62,232.33,225.72
2024-05-16,1006,233.68,209.78,215.76,219.74
2024-05-17,1006,201.07,201.78,200.04,200.96
2024-05-18,1006,232.8,198.59,230.82,220.74
2024-05-19,1006,232.02,220.86,226.69,226.52
2024-05-20,1006,231.31,229.18,225.85,228.78
2024-05-21,1006,203.51,217.71,189.67,203.63
2024-05-22,1006,200.35,217.55,232.63,216.84
2024-05-23,1006,189.73,224.42,246.93,220.36
2024-05-24,1006,232.54,212.44,217.16,220.71
2024-05-25,1006,226.44,216.47,203.7,215.54
2024-05-26,1006,217.34,206.24,192.8,205.46
2024-05-27,1006,225.35,215.67,241.03,227.35
2024-05-28,1006,219.82,208.78,246.78,225.13
2024-05-29,1006,210.65,200.27,246.49,219.14
2024-05-30,1006,220.78,215.45,185.29,207.17
2024-05-31,1006,209.45,224.42,197.9,210.59
2024-06-01,1006,207.32,227.52,236.75,223.86
2024-06-02,1006,223.87,206.62,194.09,208.19
2024-06-03,1006,236.22,209.95,228.68,224.95
2024-06-04,1006,213.96,209.33,194.06,205.78
2024-06-05,1006,223.09,215.28,189.31,209.23
2024-06-06,1006,218.73,201.56,231.99,217.43
2024-06-07,1006,231.92,223.09,187.94,214.32
2024-06-08,1006,229.84,219.02,227.31,225.39
2024-06-09,1006,219.27,214.18,185.77,206.41
2024-06-10,1006,220.46,217.87,219.01,219.11
2024-06-11,1006,233.53,212.02,223.63,223.06
2024-06-12,1006,214.31,227.9,208.53,216.91
2024-06-13,1006,202.97,200.14,234.66,212.59
2024-06-14,1006,200.68,229.39,237.14,222.4
2024-06-15,1006,212.18,211.81,242.42,222.14
2024-06-16,1006,206.02,215.49,212.81,211.44
2024-06-17,1006,214.02,206.67,195.14,205.28
2024-06-18,1006,209.95,219.92,230.27,220.05
2024-06-19,1006,208.08,211.27,224.61,214.65
2024-06-20,1006,231.16,204.19,192.03,209.13
2024-06-21,1006,190.56,228.95,197.89,205.8
2024-06-22,1006,225.85,205.25,198.36,209.82
2024-06-23,1006,204.17,209.39,193.54,202.37
2024-06-24,1006,197.61,199.29,223.91,206.94
2024-06-25,1006,195.31,217.98,241.83,218.37
2024-06-26,1006,204.62,216.99,189.12,203.58
2024-06-27,1006,235.45,207.29,184.41,209.05
2024-06-28,1006,227.17,204.99,200.14,210.77
2024-06-29,1006,230.49,214.65,234.92,226.69
2024-06-30,1006,205.46,226.98,200.97,211.14
2024-07-01,1006,212.23,209.28,200.46,207.32
2024-07-02,1006,227.02,232.25,184.5,214.59
2024-07-03,1006,191.6,212.2,243.69,215.83
2024-07-04,1006,213.46,228.43,188.65,210.18
2024-07-05,1006,221.41,230.81,236.44,229.55
2024-07-06,1006,208.56,209.0,212.4,209.99
2024-07-07,1006,236.12,201.36,242.85,226.78
2024-07-08,1006,229.05,210.74,211.05,216.95
2024-07-09,1006,233.57,226.89,190.27,216.91
2024-07-10,1006,194.36,219.66,192.51,202.18
2024-07-11,1006,204.7,221.66,214.52,213.63
2024-07-12,1006,206.71,199.87,237.9,214.83
2024-07-13,1006,195.75,232.72,199.94,209.47
2024-07-14,1006,200.86,229.63,203.23,211.24
2024-07-15,1006,234.9,200.15,229.08,221.38
2024-07-16,1006,200.28,222.64,195.56,206.16
2024-07-17,1006,235.0,199.29,196.13,210.14
2024-07-18,1006,200.72,215.25,239.64,218.54
2024-07-19,1006,193.9,222.24,193.98,203.37
2024-07-20,1006,209.46,210.39,238.75,219.53
2024-07-21,1006,196.42,222.61,241.74,220.26
2024-07-22,1006,233.66,216.27,214.75,221.56
2024-07-23,1006,194.75,226.62,211.38,210.92
2024-07-24,1006,207.56,201.77,224.2,211.18
2024-07-25,1006,235.1,228.23,183.36,215.56
2024-07-26,1006,207.05,219.05,222.42,216.17
2024-07-27,1006,213.55,214.34,247.72,225.2
2024-07-28,1006,214.01,226.38,233.45,224.61
2024-07-29,1006,201.74,228.04,240.99,223.59
2024-07-30,1006,235.95,228.25,240.98,235.06
2024-07-31,1006,220.34,217.11,186.53,207.99
2024-08-01,1006,220.4,215.64,215.02,217.02
2024-08-02,1006,197.22,205.05,246.14,216.14
2024-08-03,1006,217.69,219.35,193.17,210.07
2024-08-04,1006,200.94,208.26,243.87,217.69
2024-08-05,1006,193.58,212.73,219.38,208.56
2024-08-06,1006,218.19,209.6,233.72,220.5
2024-08-07,1006,229.45,201.88,237.39,222.91
2024-08-08,1006,220.12,214.58,241.93,225.54
2024-08-09,1006,213.43,214.03,205.49,210.98
2024-08-10,1006,230.13,231.86,200.46,220.82
2024-08-11,1006,221.79,214.72,247.48,228.0
2024-08-12,1006,229.28,229.45,235.88,231.54
2024-08-13,1006,207.24,199.0,217.1,207.78
2024-08-14,1006,235.87,229.74,193.67,219.76
2024-08-15,1006,206.78,225.84,217.1,216.57
2024-08-16,1006,227.9,202.87,229.38,220.05
2024-08-17,1006,192.06,215.11,206.2,204.46
2024-08-18,1006,226.17,206.75,186.42,206.45
2024-08-19,1006,234.12,219.95,204.03,219.37
2024-08-20,1006,200.85,203.06,222.8,208.9
2024-08-21,1006,217.67,208.58,185.48,203.91
2024-08-22,1006,224.73,209.27,234.71,222.9
2024-08-23,1006,214.01,222.9,200.9,212.6
2024-08-24,1006,205.19,213.57,225.05,214.6
2024-08-25,1006,215.49,223.82,228.87,222.73
2024-08-26,1006,231.11,213.21,209.91,218.08
2024-08-27,1006,193.05,229.07,185.21,202.44
2024-08-28,1006,234.88,200.17,221.81,218.95
2024-08-29,1006,193.97,217.71,214.19,208.62
2024-08-30,1006,224.68,224.77,241.76,230.4
2024-08-31,1006,230.72,208.53,193.52,210.92
2024-09-01,1006,216.99,218.43,231.72,222.38
2024-09-02,1006,230.39,208.99,246.03,228.47
2024-09-03,1006,194.0,206.27,186.23,195.5
2024-09-04,1006,210.27,230.33,221.39,220.66
2024-09-05,1006,203.76,210.52,241.8,218.69
2024-09-06,1006,232.45,202.7,236.48,223.88
2024-09-07,1006,212.08,217.41,217.48,215.66
2024-09-08,1006,232.16,225.99,192.24,216.8
2024-09-09,1006,209.09,207.07,238.81,218.32
2024-09-10,1006,218.59,201.45,213.86,211.3
2024-09-11,1006,221.04,229.73,209.33,220.03
2024-09-12,1006,231.0,224.11,239.4,231.5
2024-09-13,1006,196.33,210.32,208.41,205.02
2024-09-14,1006,231.14,202.95,194.39,209.49
2024-09-15,1006,218.84,229.44,245.44,231.24
2024-09-16,1006,214.59,205.49,217.15,212.41
2024-09-17,1006,200.11,211.01,206.76,205.96
2024-09-18,1006,225.49,224.2,200.39,216.69
2024-09-19,1006,212.22,230.9,197.09,213.4
2024-09-20,1006,229.88,232.54,227.15,229.86
2024-09-21,1006,229.73,217.93,207.94,218.53
2024-09-22,1006,215.24,213.69,219.74,216.22
2024-09-23,1006,231.51,213.63,221.3,222.15
2024-09-24,1006,201.32,222.61,189.63,204.52
2024-09-25,1006,199.39,204.57,184.12,196.03
2024-09-26,1006,218.81,204.8,201.67,208.43
2024-09-27,1006,201.41,223.54,211.63,212.19
2024-09-28,1006,193.06,225.85,198.95,205.95
2024-09-29,1006,234.98,204.96,240.3,226.75
2024-09-30,1006,212.35,223.39,207.19,214.31
2024-10-01,1006,197.54,232.17,189.44,206.38
2024-10-02,1006,215.2,221.14,190.73,209.02
2024-10-03,1006,234.27,224.59,246.11,234.99
2024-10-04,1006,198.95,198.69,198.89,198.84
2024-10-05,1006,213.82,228.93,228.08,223.61
2024-10-06,1006,211.3,204.41,224.22,213.31
2024-10-07,1006,225.56,219.36,206.77,217.23
2024-10-08,1006,212.75,206.06,195.84,204.88
2024-10-09,1006,200.54,216.47,212.42,209.81
2024-10-10,1006,230.83,213.86,184.21,209.63
2024-10-11,1006,216.13,220.77,193.18,210.03
2024-10-12,1006,225.27,210.0,229.12,221.46
2024-10-13,1006,223.12,206.13,234.64,221.3
2024-10-14,1006,206.45,214.94,221.85,214.41
2024-10-15,1006,210.25,205.28,197.05,204.19
2024-10-16,1006,225.2,225.7,196.31,215.74
2024-10-17,1006,233.17,222.68,229.93,228.59
2024-10-18,1006,190.1,223.0,205.49,206.2
2024-10-19,1006,228.54,202.81,194.43,208.59
2024-10-20,1006,206.22,224.64,189.49,206.78
2024-10-21,1006,192.85,230.81,247.0,223.55
2024-10-22,1006,207.34,225.08,221.75,218.06
2024-10-23,1006,195.28,227.04,228.85,217.06
2024-10-24,1006,222.89,205.26,211.01,213.05
2024-10-25,1006,234.95,202.74,228.32,222.0
