date,product_id,price,demand,revenue,margin,cost,day_of_week,month,seasonality_index
2024-06-19,1011,22.61,32,723.52,358.4,11.41,2,6,1.25
2024-06-20,1011,24.08,31,746.48,392.77,11.41,3,6,1.25
2024-06-21,1011,20.66,32,661.12,296.0,11.41,4,6,1.25
2024-06-22,1011,26.73,30,801.9,459.6,11.41,5,6,1.25
2024-06-23,1011,20.71,31,642.01,288.3,11.41,6,6,1.25
2024-06-24,1011,26.07,28,729.96,410.48,11.41,0,6,1.25
2024-06-25,1011,23.85,30,715.5,373.2,11.41,1,6,1.25
2024-06-26,1011,24.71,27,667.17,359.1,11.41,2,6,1.25
2024-06-27,1011,21.89,24,525.36,251.52,11.41,3,6,1.25
2024-06-28,1011,21.2,36,763.2,352.44,11.41,4,6,1.25
2024-06-29,1011,25.29,23,581.67,319.24,11.41,5,6,1.25
2024-06-30,1011,26.02,25,650.5,365.25,11.41,6,6,1.25
2024-07-01,1011,26.69,18,480.42,275.04,11.41,0,7,1.2165
2024-07-02,1011,25.33,24,607.92,334.08,11.41,1,7,1.2165
2024-07-03,1011,25.55,24,613.2,339.36,11.41,2,7,1.2165
2024-07-04,1011,20.71,36,745.56,334.8,11.41,3,7,1.2165
2024-07-05,1011,23.44,30,703.2,360.9,11.41,4,7,1.2165
2024-07-06,1011,25.62,28,717.36,397.88,11.41,5,7,1.2165
2024-07-07,1011,25.6,29,742.4,411.51,11.41,6,7,1.2165
2024-07-08,1011,23.79,23,547.17,284.74,11.41,0,7,1.2165
2024-07-09,1011,21.56,31,668.36,314.65,11.41,1,7,1.2165
2024-07-10,1011,20.97,30,629.1,286.8,11.41,2,7,1.2165
2024-07-11,1011,22.43,33,740.19,363.66,11.41,3,7,1.2165
2024-07-12,1011,24.04,25,601.0,315.75,11.41,4,7,1.2165
2024-07-13,1011,20.68,43,889.24,398.61,11.41,5,7,1.2165
2024-07-14,1011,21.17,39,825.63,380.64,11.41,6,7,1.2165
2024-07-15,1011,23.43,26,609.18,312.52,11.41,0,7,1.2165
2024-07-16,1011,24.3,24,583.2,309.36,11.41,1,7,1.2165
2024-07-17,1011,26.5,21,556.5,316.89,11.41,2,7,1.2165
2024-07-18,1011,24.57,22,540.54,289.52,11.41,3,7,1.2165
2024-07-19,1011,21.13,29,612.77,281.88,11.41,4,7,1.2165
2024-07-20,1011,25.52,24,612.48,338.64,11.41,5,7,1.2165
2024-07-21,1011,26.23,21,550.83,311.22,11.41,6,7,1.2165
2024-07-22,1011,26.8,18,482.4,277.02,11.41,0,7,1.2165
2024-07-23,1011,21.59,28,604.52,285.04,11.41,1,7,1.2165
2024-07-24,1011,21.41,27,578.07,270.0,11.41,2,7,1.2165
2024-07-25,1011,26.78,25,669.5,384.25,11.41,3,7,1.2165
2024-07-26,1011,26.84,19,509.96,293.17,11.41,4,7,1.2165
2024-07-27,1011,26.26,22,577.72,326.7,11.41,5,7,1.2165
2024-07-28,1011,23.38,24,561.12,287.28,11.41,6,7,1.2165
2024-07-29,1011,25.72,23,591.56,329.13,11.41,0,7,1.2165
2024-07-30,1011,22.33,30,669.9,327.6,11.41,1,7,1.2165
2024-07-31,1011,25.98,26,675.48,378.82,11.41,2,7,1.2165
2024-08-01,1011,24.96,24,599.04,325.2,11.41,3,8,1.125
2024-08-02,1011,24.47,25,611.75,326.5,11.41,4,8,1.125
2024-08-03,1011,21.98,31,681.38,327.67,11.41,5,8,1.125
2024-08-04,1011,23.68,32,757.76,392.64,11.41,6,8,1.125
2024-08-05,1011,24.25,20,485.0,256.8,11.41,0,8,1.125
2024-08-06,1011,24.49,24,587.76,313.92,11.41,1,8,1.125
2024-08-07,1011,20.7,29,600.3,269.41,11.41,2,8,1.125
2024-08-08,1011,25.02,21,525.42,285.81,11.41,3,8,1.125
2024-08-09,1011,21.38,32,684.16,319.04,11.41,4,8,1.125
2024-08-10,1011,22.96,29,665.84,334.95,11.41,5,8,1.125
2024-08-11,1011,26.82,20,536.4,308.2,11.41,6,8,1.125
2024-08-12,1011,24.19,25,604.75,319.5,11.41,0,8,1.125
2024-08-13,1011,23.73,26,616.98,320.32,11.41,1,8,1.125
2024-08-14,1011,25.9,23,595.7,333.27,11.41,2,8,1.125
2024-08-15,1011,21.61,27,583.47,275.4,11.41,3,8,1.125
2024-08-16,1011,26.94,17,457.98,264.01,11.41,4,8,1.125
2024-08-17,1011,21.0,31,651.0,297.29,11.41,5,8,1.125
2024-08-18,1011,26.3,19,499.7,282.91,11.41,6,8,1.125
2024-08-19,1011,21.12,24,506.88,233.04,11.41,0,8,1.125
2024-08-20,1011,24.46,25,611.5,326.25,11.41,1,8,1.125
2024-08-21,1011,23.95,21,502.95,263.34,11.41,2,8,1.125
2024-08-22,1011,21.79,26,566.54,269.88,11.41,3,8,1.125
2024-08-23,1011,21.26,29,616.54,285.65,11.41,4,8,1.125
2024-08-24,1011,21.85,28,611.8,292.32,11.41,5,8,1.125
2024-08-25,1011,26.28,28,735.84,416.36,11.41,6,8,1.125
2024-08-26,1011,21.34,26,554.84,258.18,11.41,0,8,1.125
2024-08-27,1011,23.68,26,615.68,319.02,11.41,1,8,1.125
2024-08-28,1011,23.47,29,680.63,349.74,11.41,2,8,1.125
2024-08-29,1011,21.11,30,633.3,291.0,11.41,3,8,1.125
2024-08-30,1011,23.64,28,661.92,342.44,11.41,4,8,1.125
2024-08-31,1011,24.89,25,622.25,337.0,11.41,5,8,1.125
2024-09-01,1011,25.03,26,650.78,354.12,11.41,6,9,1.0
2024-09-02,1011,22.28,23,512.44,250.01,11.41,0,9,1.0
2024-09-03,1011,23.51,18,423.18,217.8,11.41,1,9,1.0
2024-09-04,1011,21.04,22,462.88,211.86,11.41,2,9,1.0
2024-09-05,1011,24.72,21,519.12,279.51,11.41,3,9,1.0
2024-09-06,1011,23.58,21,495.18,255.57,11.41,4,9,1.0
2024-09-07,1011,23.11,24,554.64,280.8,11.41,5,9,1.0
2024-09-08,1011,21.4,24,513.6,239.76,11.41,6,9,1.0
2024-09-09,1011,20.78,26,540.28,243.62,11.41,0,9,1.0
2024-09-10,1011,22.39,25,559.75,274.5,11.41,1,9,1.0
2024-09-11,1011,21.43,25,535.75,250.5,11.41,2,9,1.0
2024-09-12,1011,23.59,21,495.39,255.78,11.41,3,9,1.0
2024-09-13,1011,23.97,20,479.4,251.2,11.41,4,9,1.0
2024-09-14,1011,22.99,28,643.72,324.24,11.41,5,9,1.0
2024-09-15,1011,26.31,25,657.75,372.5,11.41,6,9,1.0
2024-09-16,1011,21.63,23,497.49,235.06,11.41,0,9,1.0
2024-09-17,1011,21.97,26,571.22,274.56,11.41,1,9,1.0
2024-09-18,1011,26.8,17,455.6,261.63,11.41,2,9,1.0
2024-09-19,1011,23.12,25,578.0,292.75,11.41,3,9,1.0
2024-09-20,1011,26.49,18,476.82,271.44,11.41,4,9,1.0
2024-09-21,1011,23.09,21,484.89,245.28,11.41,5,9,1.0
2024-09-22,1011,24.56,24,589.44,315.6,11.41,6,9,1.0
2024-09-23,1011,23.33,18,419.94,214.56,11.41,0,9,1.0
2024-09-24,1011,23.86,24,572.64,298.8,11.41,1,9,1.0
2024-09-25,1011,25.37,23,583.51,321.08,11.41,2,9,1.0
2024-09-26,1011,21.08,28,590.24,270.76,11.41,3,9,1.0
2024-09-27,1011,24.59,18,442.62,237.24,11.41,4,9,1.0
2024-09-28,1011,26.93,19,511.67,294.88,11.41,5,9,1.0
2024-09-29,1011,25.54,22,561.88,310.86,11.41,6,9,1.0
2024-09-30,1011,23.14,23,532.22,269.79,11.41,0,9,1.0
2024-10-01,1011,22.28,23,512.44,250.01,11.41,1,10,0.875
2024-10-02,1011,22.34,17,379.78,185.81,11.41,2,10,0.875
2024-10-03,1011,23.86,22,524.92,273.9,11.41,3,10,0.875
2024-10-04,1011,24.23,15,363.45,192.3,11.41,4,10,0.875
2024-10-05,1011,21.62,23,497.26,234.83,11.41,5,10,0.875
2024-10-06,1011,22.15,26,575.9,279.24,11.41,6,10,0.875
2024-10-07,1011,20.68,25,517.0,231.75,11.41,0,10,0.875
2024-10-08,1011,26.54,17,451.18,257.21,11.41,1,10,0.875
2024-10-09,1011,22.91,21,481.11,241.5,11.41,2,10,0.875
2024-10-10,1011,21.15,19,401.85,185.06,11.41,3,10,0.875
2024-10-11,1011,21.51,25,537.75,252.5,11.41,4,10,0.875
2024-10-12,1011,25.47,19,483.93,267.14,11.41,5,10,0.875
2024-10-13,1011,26.85,15,402.75,231.6,11.41,6,10,0.875
2024-10-14,1011,20.72,25,518.0,232.75,11.41,0,10,0.875
2024-10-15,1011,22.34,18,402.12,196.74,11.41,1,10,0.875
2024-10-16,1011,21.3,21,447.3,207.69,11.41,2,10,0.875
2024-10-17,1011,22.66,20,453.2,225.0,11.41,3,10,0.875
2024-10-18,1011,21.28,25,532.0,246.75,11.41,4,10,0.875
2024-10-19,1011,22.77,21,478.17,238.56,11.41,5,10,0.875
2024-10-20,1011,22.87,23,526.01,263.58,11.41,6,10,0.875
2024-10-21,1011,26.66,14,373.24,213.5,11.41,0,10,0.875
2024-10-22,1011,25.4,15,381.0,209.85,11.41,1,10,0.875
2024-10-23,1011,25.16,14,352.24,192.5,11.41,2,10,0.875
2024-10-24,1011,24.27,18,436.86,231.48,11.41,3,10,0.875
2024-10-25,1011,22.4,20,448.0,219.8,11.41,4,10,0.875
2024-10-26,1011,26.66,22,586.52,335.5,11.41,5,10,0.875
2024-10-27,1011,25.52,19,484.88,268.09,11.41,6,10,0.875
2024-10-28,1011,21.86,17,371.62,177.65,11.41,0,10,0.875
2024-10-29,1011,25.3,16,404.8,222.24,11.41,1,10,0.875
2024-10-30,1011,25.79,19,490.01,273.22,11.41,2,10,0.875
2024-10-31,1011,20.75,26,539.5,242.84,11.41,3,10,0.875
2024-11-01,1011,23.59,19,448.21,231.42,11.41,4,11,0.7835
2024-11-02,1011,23.32,20,466.4,238.2,11.41,5,11,0.7835
2024-11-03,1011,25.43,20,508.6,280.4,11.41,6,11,0.7835
2024-11-04,1011,20.92,22,460.24,209.22,11.41,0,11,0.7835
2024-11-05,1011,21.79,20,435.8,207.6,11.41,1,11,0.7835
2024-11-06,1011,26.71,13,347.23,198.9,11.41,2,11,0.7835
2024-11-07,1011,20.84,23,479.32,216.89,11.41,3,11,0.7835
2024-11-08,1011,25.32,14,354.48,194.74,11.41,4,11,0.7835
2024-11-09,1011,22.65,19,430.35,213.56,11.41,5,11,0.7835
2024-11-10,1011,21.57,24,517.68,243.84,11.41,6,11,0.7835
2024-11-11,1011,21.34,22,469.48,218.46,11.41,0,11,0.7835
2024-11-12,1011,24.3,14,340.2,180.46,11.41,1,11,0.7835
2024-11-13,1011,25.39,17,431.63,237.66,11.41,2,11,0.7835
2024-11-14,1011,22.61,14,316.54,156.8,11.41,3,11,0.7835
2024-11-15,1011,25.47,18,458.46,253.08,11.41,4,11,0.7835
2024-11-16,1011,22.08,21,463.68,224.07,11.41,5,11,0.7835
2024-11-17,1011,24.26,18,436.68,231.3,11.41,6,11,0.7835
2024-11-18,1011,22.48,17,382.16,188.19,11.41,0,11,0.7835
2024-11-19,1011,21.6,19,410.4,193.61,11.41,1,11,0.7835
2024-11-20,1011,21.67,20,433.4,205.2,11.41,2,11,0.7835
2024-11-21,1011,23.84,16,381.44,198.88,11.41,3,11,0.7835
2024-11-22,1011,21.95,20,439.0,210.8,11.41,4,11,0.7835
2024-11-23,1011,25.34,18,456.12,250.74,11.41,5,11,0.7835
2024-11-24,1011,23.3,23,535.9,273.47,11.41,6,11,0.7835
2024-11-25,1011,20.97,17,356.49,162.52,11.41,0,11,0.7835
2024-11-26,1011,26.21,17,445.57,251.6,11.41,1,11,0.7835
2024-11-27,1011,25.88,15,388.2,217.05,11.41,2,11,0.7835
2024-11-28,1011,22.72,19,431.68,214.89,11.41,3,11,0.7835
2024-11-29,1011,26.66,12,319.92,183.0,11.41,4,11,0.7835
2024-11-30,1011,25.03,16,400.48,217.92,11.41,5,11,0.7835
2024-12-01,1011,20.94,18,376.92,171.54,11.41,6,12,0.75
2024-12-02,1011,22.22,19,422.18,205.39,11.41,0,12,0.75
2024-12-03,1011,21.73,19,412.87,196.08,11.41,1,12,0.75
2024-12-04,1011,26.48,11,291.28,165.77,11.41,2,12,0.75
2024-12-05,1011,20.98,16,335.68,153.12,11.41,3,12,0.75
2024-12-06,1011,23.53,17,400.01,206.04,11.41,4,12,0.75
2024-12-07,1011,26.61,14,372.54,212.8,11.41,5,12,0.75
2024-12-08,1011,23.5,22,517.0,265.98,11.41,6,12,0.75
2024-12-09,1011,21.08,16,337.28,154.72,11.41,0,12,0.75
2024-12-10,1011,26.14,16,418.24,235.68,11.41,1,12,0.75
2024-12-11,1011,24.86,13,323.18,174.85,11.41,2,12,0.75
2024-12-12,1011,21.85,14,305.9,146.16,11.41,3,12,0.75
2024-12-13,1011,24.48,17,416.16,222.19,11.41,4,12,0.75
2024-12-14,1011,24.0,15,360.0,188.85,11.41,5,12,0.75
2024-12-15,1011,23.1,17,392.7,198.73,11.41,6,12,0.75
2024-12-16,1011,25.58,12,306.96,170.04,11.41,0,12,0.75
2024-12-17,1011,20.93,18,376.74,171.36,11.41,1,12,0.75
2024-12-18,1011,25.4,13,330.2,181.87,11.41,2,12,0.75
2024-12-19,1011,26.08,13,339.04,190.71,11.41,3,12,0.75
2024-12-20,1011,22.07,19,419.33,202.54,11.41,4,12,0.75
2024-12-21,1011,22.7,16,363.2,180.64,11.41,5,12,0.75
2024-12-22,1011,21.38,19,406.22,189.43,11.41,6,12,0.75
2024-12-23,1011,25.65,13,333.45,185.12,11.41,0,12,0.75
2024-12-24,1011,23.95,18,431.1,225.72,11.41,1,12,0.75
2024-12-25,1011,23.04,17,391.68,197.71,11.41,2,12,0.75
2024-12-26,1011,21.07,21,442.47,202.86,11.41,3,12,0.75
2024-12-27,1011,26.11,11,287.21,161.7,11.41,4,12,0.75
2024-12-28,1011,24.4,17,414.8,220.83,11.41,5,12,0.75
2024-12-29,1011,25.83,15,387.45,216.3,11.41,6,12,0.75
2024-12-30,1011,22.3,15,334.5,163.35,11.41,0,12,0.75
2024-01-01,1012,80.96,10,809.6,482.5,32.71,0,1,0.7835
2024-01-02,1012,80.75,10,807.5,480.4,32.71,1,1,0.7835
2024-01-03,1012,79.19,8,633.52,371.84,32.71,2,1,0.7835
2024-01-04,1012,77.15,11,848.65,488.84,32.71,3,1,0.7835
2024-01-05,1012,69.07,13,897.91,472.68,32.71,4,1,0.7835
2024-01-06,1012,70.54,13,917.02,491.79,32.71,5,1,0.7835
2024-01-07,1012,68.28,11,751.08,391.27,32.71,6,1,0.7835
2024-01-08,1012,78.57,10,785.7,458.6,32.71,0,1,0.7835
2024-01-09,1012,73.11,10,731.1,404.0,32.71,1,1,0.7835
2024-01-10,1012,65.75,12,789.0,396.48,32.71,2,1,0.7835
2024-01-11,1012,76.03,9,684.27,389.88,32.71,3,1,0.7835
2024-01-12,1012,78.11,12,937.32,544.8,32.71,4,1,0.7835
2024-01-13,1012,68.85,15,1032.75,542.1,32.71,5,1,0.7835
2024-01-14,1012,70.86,12,850.32,457.8,32.71,6,1,0.7835
2024-01-15,1012,70.18,14,982.52,524.58,32.71,0,1,0.7835
2024-01-16,1012,72.32,13,940.16,514.93,32.71,1,1,0.7835
2024-01-17,1012,69.28,13,900.64,475.41,32.71,2,1,0.7835
2024-01-18,1012,81.56,7,570.92,341.95,32.71,3,1,0.7835
2024-01-19,1012,71.46,12,857.52,465.0,32.71,4,1,0.7835
2024-01-20,1012,74.68,12,896.16,503.64,32.71,5,1,0.7835
2024-01-21,1012,69.21,12,830.52,438.0,32.71,6,1,0.7835
2024-01-22,1012,81.26,8,650.08,388.4,32.71,0,1,0.7835
2024-01-23,1012,63.81,14,893.34,435.4,32.71,1,1,0.7835
2024-01-24,1012,65.65,15,984.75,494.1,32.71,2,1,0.7835
2024-01-25,1012,70.16,11,771.76,411.95,32.71,3,1,0.7835
2024-01-26,1012,81.23,8,649.84,388.16,32.71,4,1,0.7835
2024-01-27,1012,77.44,10,774.4,447.3,32.71,5,1,0.7835
2024-01-28,1012,78.81,11,866.91,507.1,32.71,6,1,0.7835
2024-01-29,1012,79.09,10,790.9,463.8,32.71,0,1,0.7835
2024-01-30,1012,73.38,13,953.94,528.71,32.71,1,1,0.7835
2024-01-31,1012,71.31,12,855.72,463.2,32.71,2,1,0.7835
2024-02-01,1012,69.13,12,829.56,437.04,32.71,3,2,0.875
2024-02-02,1012,68.57,15,1028.55,537.9,32.71,4,2,0.875
2024-02-03,1012,65.14,20,1302.8,648.6,32.71,5,2,0.875
2024-02-04,1012,82.2,12,986.4,593.88,32.71,6,2,0.875
2024-02-05,1012,66.23,15,993.45,502.8,32.71,0,2,0.875
2024-02-06,1012,65.87,13,856.31,431.08,32.71,1,2,0.875
2024-02-07,1012,68.4,13,889.2,463.97,32.71,2,2,0.875
2024-02-08,1012,65.62,17,1115.54,559.47,32.71,3,2,0.875
2024-02-09,1012,74.76,13,971.88,546.65,32.71,4,2,0.875
2024-02-10,1012,65.08,16,1041.28,517.92,32.71,5,2,0.875
2024-02-11,1012,69.96,18,1259.28,670.5,32.71,6,2,0.875
2024-02-12,1012,65.01,18,1170.18,581.4,32.71,0,2,0.875
2024-02-13,1012,71.24,13,926.12,500.89,32.71,1,2,0.875
2024-02-14,1012,72.87,13,947.31,522.08,32.71,2,2,0.875
2024-02-15,1012,75.92,10,759.2,432.1,32.71,3,2,0.875
2024-02-16,1012,76.15,11,837.65,477.84,32.71,4,2,0.875
2024-02-17,1012,69.45,14,972.3,514.36,32.71,5,2,0.875
2024-02-18,1012,78.34,10,783.4,456.3,32.71,6,2,0.875
2024-02-19,1012,82.36,9,741.24,446.85,32.71,0,2,0.875
2024-02-20,1012,74.68,13,970.84,545.61,32.71,1,2,0.875
2024-02-21,1012,64.75,16,1036.0,512.64,32.71,2,2,0.875
2024-02-22,1012,64.59,17,1098.03,541.96,32.71,3,2,0.875
2024-02-23,1012,78.69,11,865.59,505.78,32.71,4,2,0.875
2024-02-24,1012,72.74,16,1163.84,640.48,32.71,5,2,0.875
2024-02-25,1012,71.22,13,925.86,500.63,32.71,6,2,0.875
2024-02-26,1012,64.25,16,1028.0,504.64,32.71,0,2,0.875
2024-02-27,1012,76.6,12,919.2,526.68,32.71,1,2,0.875
2024-02-28,1012,66.51,15,997.65,507.0,32.71,2,2,0.875
2024-02-29,1012,78.59,12,943.08,550.56,32.71,3,2,0.875
2024-03-01,1012,67.74,19,1287.06,665.57,32.71,4,3,1.0
2024-03-02,1012,70.08,18,1261.44,672.66,32.71,5,3,1.0
2024-03-03,1012,80.11,12,961.32,568.8,32.71,6,3,1.0
2024-03-04,1012,71.23,17,1210.91,654.84,32.71,0,3,1.0
2024-03-05,1012,69.5,17,1181.5,625.43,32.71,1,3,1.0
2024-03-06,1012,63.69,17,1082.73,526.66,32.71,2,3,1.0
2024-03-07,1012,73.1,12,877.2,484.68,32.71,3,3,1.0
2024-03-08,1012,69.08,16,1105.28,581.92,32.71,4,3,1.0
2024-03-09,1012,80.56,11,886.16,526.35,32.71,5,3,1.0
2024-03-10,1012,81.47,15,1222.05,731.4,32.71,6,3,1.0
2024-03-11,1012,76.68,12,920.16,527.64,32.71,0,3,1.0
2024-03-12,1012,82.25,10,822.5,495.4,32.71,1,3,1.0
2024-03-13,1012,70.19,17,1193.23,637.16,32.71,2,3,1.0
2024-03-14,1012,64.6,19,1227.4,605.91,32.71,3,3,1.0
2024-03-15,1012,75.91,15,1138.65,648.0,32.71,4,3,1.0
2024-03-16,1012,66.06,22,1453.32,733.7,32.71,5,3,1.0
2024-03-17,1012,73.83,18,1328.94,740.16,32.71,6,3,1.0
2024-03-18,1012,80.48,10,804.8,477.7,32.71,0,3,1.0
2024-03-19,1012,71.17,13,925.21,499.98,32.71,1,3,1.0
2024-03-20,1012,70.51,14,987.14,529.2,32.71,2,3,1.0
2024-03-21,1012,71.16,15,1067.4,576.75,32.71,3,3,1.0
2024-03-22,1012,73.27,13,952.51,527.28,32.71,4,3,1.0
2024-03-23,1012,81.79,12,981.48,588.96,32.71,5,3,1.0
2024-03-24,1012,68.83,21,1445.43,758.52,32.71,6,3,1.0
2024-03-25,1012,69.77,18,1255.86,667.08,32.71,0,3,1.0
2024-03-26,1012,78.43,13,1019.59,594.36,32.71,1,3,1.0
2024-03-27,1012,68.33,18,1229.94,641.16,32.71,2,3,1.0
2024-03-28,1012,65.49,20,1309.8,655.6,32.71,3,3,1.0
2024-03-29,1012,70.02,18,1260.36,671.58,32.71,4,3,1.0
2024-03-30,1012,77.99,17,1325.83,769.76,32.71,5,3,1.0
2024-03-31,1012,73.19,16,1171.04,647.68,32.71,6,3,1.0
2024-04-01,1012,72.17,19,1371.23,749.74,32.71,0,4,1.125
2024-04-02,1012,75.01,18,1350.18,761.4,32.71,1,4,1.125
2024-04-03,1012,69.43,20,1388.6,734.4,32.71,2,4,1.125
2024-04-04,1012,74.26,13,965.38,540.15,32.71,3,4,1.125
2024-04-05,1012,74.58,15,1118.7,628.05,32.71,4,4,1.125
2024-04-06,1012,65.06,20,1301.2,647.0,32.71,5,4,1.125
2024-04-07,1012,81.48,13,1059.24,634.01,32.71,6,4,1.125
2024-04-08,1012,65.38,24,1569.12,784.08,32.71,0,4,1.125
2024-04-09,1012,70.49,20,1409.8,755.6,32.71,1,4,1.125
2024-04-10,1012,64.49,17,1096.33,540.26,32.71,2,4,1.125
2024-04-11,1012,73.13,13,950.69,525.46,32.71,3,4,1.125
2024-04-12,1012,78.58,15,1178.7,688.05,32.71,4,4,1.125
2024-04-13,1012,81.53,15,1222.95,732.3,32.71,5,4,1.125
2024-04-14,1012,80.68,13,1048.84,623.61,32.71,6,4,1.125
2024-04-15,1012,81.02,13,1053.26,628.03,32.71,0,4,1.125
2024-04-16,1012,74.23,17,1261.91,705.84,32.71,1,4,1.125
2024-04-17,1012,72.68,19,1380.92,759.43,32.71,2,4,1.125
2024-04-18,1012,64.42,19,1223.98,602.49,32.71,3,4,1.125
2024-04-19,1012,82.16,15,1232.4,741.75,32.71,4,4,1.125
2024-04-20,1012,73.8,17,1254.6,698.53,32.71,5,4,1.125
2024-04-21,1012,69.87,16,1117.92,594.56,32.71,6,4,1.125
2024-04-22,1012,80.43,16,1286.88,763.52,32.71,0,4,1.125
2024-04-23,1012,79.14,12,949.68,557.16,32.71,1,4,1.125
2024-04-24,1012,75.25,14,1053.5,595.56,32.71,2,4,1.125
2024-04-25,1012,73.39,14,1027.46,569.52,32.71,3,4,1.125
2024-04-26,1012,72.06,14,1008.84,550.9,32.71,4,4,1.125
2024-04-27,1012,80.49,16,1287.84,764.48,32.71,5,4,1.125
2024-04-28,1012,74.32,17,1263.44,707.37,32.71,6,4,1.125
2024-04-29,1012,81.5,12,978.0,585.48,32.71,0,4,1.125
2024-04-30,1012,75.59,12,907.08,514.56,32.71,1,4,1.125
2024-05-01,1012,81.3,16,1300.8,777.44,32.71,2,5,1.2165
2024-05-02,1012,76.43,14,1070.02,612.08,32.71,3,5,1.2165
2024-05-03,1012,79.2,17,1346.4,790.33,32.71,4,5,1.2165
2024-05-04,1012,66.24,28,1854.72,938.84,32.71,5,5,1.2165
2024-05-05,1012,78.62,19,1493.78,872.29,32.71,6,5,1.2165
2024-05-06,1012,82.67,14,1157.38,699.44,32.71,0,5,1.2165
2024-05-07,1012,76.78,19,1458.82,837.33,32.71,1,5,1.2165
2024-05-08,1012,76.91,18,1384.38,795.6,32.71,2,5,1.2165
2024-05-09,1012,71.25,19,1353.75,732.26,32.71,3,5,1.2165
2024-05-10,1012,74.73,14,1046.22,588.28,32.71,4,5,1.2165
2024-05-11,1012,70.36,24,1688.64,903.6,32.71,5,5,1.2165
2024-05-12,1012,78.0,16,1248.0,724.64,32.71,6,5,1.2165
2024-05-13,1012,82.68,16,1322.88,799.52,32.71,0,5,1.2165
2024-05-14,1012,82.58,16,1321.28,797.92,32.71,1,5,1.2165
2024-05-15,1012,76.89,18,1384.02,795.24,32.71,2,5,1.2165
2024-05-16,1012,66.28,19,1259.32,637.83,32.71,3,5,1.2165
2024-05-17,1012,77.29,19,1468.51,847.02,32.71,4,5,1.2165
2024-05-18,1012,76.83,17,1306.11,750.04,32.71,5,5,1.2165
2024-05-19,1012,65.35,29,1895.15,946.56,32.71,6,5,1.2165
2024-05-20,1012,79.03,12,948.36,555.84,32.71,0,5,1.2165
2024-05-21,1012,79.41,16,1270.56,747.2,32.71,1,5,1.2165
2024-05-22,1012,64.03,19,1216.57,595.08,32.71,2,5,1.2165
2024-05-23,1012,79.38,16,1270.08,746.72,32.71,3,5,1.2165
2024-05-24,1012,72.72,18,1308.96,720.18,32.71,4,5,1.2165
2024-05-25,1012,81.78,17,1390.26,834.19,32.71,5,5,1.2165
2024-05-26,1012,71.13,19,1351.47,729.98,32.71,6,5,1.2165
2024-05-27,1012,75.55,15,1133.25,642.6,32.71,0,5,1.2165
2024-05-28,1012,77.23,18,1390.14,801.36,32.71,1,5,1.2165
2024-05-29,1012,71.07,17,1208.19,652.12,32.71,2,5,1.2165
2024-05-30,1012,79.78,13,1037.14,611.91,32.71,3,5,1.2165
2024-05-31,1012,73.25,19,1391.75,770.26,32.71,4,5,1.2165
2024-06-01,1012,74.62,22,1641.64,922.02,32.71,5,6,1.25
2024-06-02,1012,70.88,22,1559.36,839.74,32.71,6,6,1.25
2024-06-03,1012,67.61,21,1419.81,732.9,32.71,0,6,1.25
2024-06-04,1012,82.04,14,1148.56,690.62,32.71,1,6,1.25
2024-06-05,1012,72.51,19,1377.69,756.2,32.71,2,6,1.25
2024-06-06,1012,75.74,14,1060.36,602.42,32.71,3,6,1.25
2024-06-07,1012,68.29,16,1092.64,569.28,32.71,4,6,1.25
2024-06-08,1012,68.14,27,1839.78,956.61,32.71,5,6,1.25
2024-06-09,1012,78.75,15,1181.25,690.6,32.71,6,6,1.25
2024-06-10,1012,82.7,15,1240.5,749.85,32.71,0,6,1.25
2024-06-11,1012,67.15,17,1141.55,585.48,32.71,1,6,1.25
2024-06-12,1012,78.58,17,1335.86,779.79,32.71,2,6,1.25
2024-06-13,1012,64.51,19,1225.69,604.2,32.71,3,6,1.25
2024-06-14,1012,76.27,19,1449.13,827.64,32.71,4,6,1.25
2024-06-15,1012,63.67,23,1464.41,712.08,32.71,5,6,1.25
2024-06-16,1012,71.59,21,1503.39,816.48,32.71,6,6,1.25
2024-06-17,1012,67.92,23,1562.16,809.83,32.71,0,6,1.25
2024-06-18,1012,69.95,23,1608.85,856.52,32.71,1,6,1.25
2024-06-19,1012,63.64,20,1272.8,618.6,32.71,2,6,1.25
2024-06-20,1012,82.27,16,1316.32,792.96,32.71,3,6,1.25
2024-06-21,1012,64.92,24,1558.08,773.04,32.71,4,6,1.25
2024-06-22,1012,71.02,23,1633.46,881.13,32.71,5,6,1.25
2024-06-23,1012,81.42,17,1384.14,828.07,32.71,6,6,1.25
2024-06-24,1012,74.31,14,1040.34,582.4,32.71,0,6,1.25
2024-06-25,1012,64.88,21,1362.48,675.57,32.71,1,6,1.25
2024-06-26,1012,72.26,21,1517.46,830.55,32.71,2,6,1.25
2024-06-27,1012,74.54,19,1416.26,794.77,32.71,3,6,1.25
2024-06-28,1012,64.33,19,1222.27,600.78,32.71,4,6,1.25
2024-06-29,1012,79.7,15,1195.5,704.85,32.71,5,6,1.25
2024-06-30,1012,73.25,19,1391.75,770.26,32.71,6,6,1.25
2024-07-01,1012,70.38,16,1126.08,602.72,32.71,0,7,1.2165
2024-07-02,1012,80.32,12,963.84,571.32,32.71,1,7,1.2165
2024-07-03,1012,74.92,14,1048.88,590.94,32.71,2,7,1.2165
2024-07-04,1012,76.97,15,1154.55,663.9,32.71,3,7,1.2165
